customer_id,RECENCY,FREQUENCY,MONETARY,r_score,f_score,m_score,r_rank,f_rank,m_rank,Segmentation
26014,220,238,3014428000,0.717936803,0.020539033,0,3,1,1,Loyal Customers
2367,3,876,2120351472,0.117193309,0.001022305,9.29E-05,1,1,1,VIP Customers
21807,7,725,1943959057,0.210966543,0.001301115,0.000185874,1,1,1,VIP Customers
7012,5,964,1752879329,0.163754647,0.000743494,0.00027881,1,1,1,VIP Customers
7678,13,510,1546186176,0.30232342,0.003996283,0.000371747,2,1,1,VIP Customers
12191,12,521,1515694818,0.292936803,0.003717472,0.000464684,2,1,1,VIP Customers
7428,0,307,1440203260,0,0.012174721,0.000557621,1,1,1,VIP Customers
10954,0,1278,1434599390,0,0.000371747,0.000650558,1,1,1,VIP Customers
23172,4,325,1422109914,0.142750929,0.010687732,0.000743494,1,1,1,VIP Customers
1394,5,588,1393711574,0.163754647,0.002509294,0.000836431,1,1,1,VIP Customers
19171,3,535,1348307854,0.117193309,0.003252788,0.000929368,1,1,1,VIP Customers
15739,2,910,1337095831,0.088197026,0.000929368,0.001022305,1,1,1,VIP Customers
18313,4,593,1320432790,0.142750929,0.00232342,0.001115242,1,1,1,VIP Customers
3679,5,232,1305054070,0.163754647,0.021468401,0.001208178,1,1,1,VIP Customers
26884,16,167,1244310317,0.33401487,0.03605948,0.001301115,2,1,1,VIP Customers
5082,4,359,1216899625,0.142750929,0.008921933,0.001394052,1,1,1,VIP Customers
5786,8,525,1216245807,0.232342007,0.003624535,0.001486989,1,1,1,VIP Customers
16830,0,1372,1154589166,0,0.00027881,0.001579926,1,1,1,VIP Customers
8774,0,591,1151053775,0,0.002416357,0.001672862,1,1,1,VIP Customers
3065,4,1218,1128910066,0.142750929,0.000464684,0.001765799,1,1,1,VIP Customers
12096,32,325,1122587276,0.443494424,0.010687732,0.001858736,2,1,1,VIP Customers
339,33,415,1118178152,0.446840149,0.006319703,0.001951673,2,1,1,VIP Customers
6025,0,411,1112954378,0,0.006505576,0.00204461,1,1,1,VIP Customers
16621,54,636,1106921071,0.530669145,0.001951673,0.002137546,3,1,1,Loyal Customers
26246,7,511,1100292130,0.210966543,0.003903346,0.002230483,1,1,1,VIP Customers
6903,165,462,1083658905,0.692100372,0.005297398,0.00232342,3,1,1,Loyal Customers
122,0,545,1075445732,0,0.003066914,0.002416357,1,1,1,VIP Customers
19011,1,563,1067737093,0.050185874,0.002788104,0.002509294,1,1,1,VIP Customers
15185,4,400,1058405515,0.142750929,0.00697026,0.00260223,1,1,1,VIP Customers
21875,9,438,1057455017,0.24972119,0.005576208,0.002695167,1,1,1,VIP Customers
16709,0,917,1053920124,0,0.000836431,0.002788104,1,1,1,VIP Customers
7146,4,397,1023387027,0.142750929,0.007249071,0.002881041,1,1,1,VIP Customers
22237,2,242,1022781271,0.088197026,0.019516729,0.002973978,1,1,1,VIP Customers
10742,21,154,1009077748,0.388289963,0.039962825,0.003066914,2,1,1,VIP Customers
7310,0,410,988540143,0,0.006598513,0.003159851,1,1,1,VIP Customers
21569,21,496,984741635,0.388289963,0.004553903,0.003252788,2,1,1,VIP Customers
6554,0,366,976408913,0,0.008550186,0.003345725,1,1,1,VIP Customers
13606,8,227,963575155,0.232342007,0.022304833,0.003438662,1,1,1,VIP Customers
9147,7,208,949979468,0.210966543,0.025557621,0.003531599,1,1,1,VIP Customers
19225,0,1617,946257370,0,9.29E-05,0.003624535,1,1,1,VIP Customers
13006,9,695,944553124,0.24972119,0.001579926,0.003717472,1,1,1,VIP Customers
3526,0,331,932779208,0,0.010223048,0.003810409,1,1,1,VIP Customers
565,5,437,926470015,0.163754647,0.005669145,0.003903346,1,1,1,VIP Customers
7438,15,199,890571052,0.323327138,0.027973978,0.003996283,2,1,1,VIP Customers
1430,1,367,890140615,0.050185874,0.008364312,0.004089219,1,1,1,VIP Customers
4398,2,499,866544052,0.088197026,0.004460967,0.004182156,1,1,1,VIP Customers
23818,0,309,860937714,0,0.011802974,0.004275093,1,1,1,VIP Customers
6057,5,348,853729403,0.163754647,0.009200743,0.00436803,1,1,1,VIP Customers
21957,14,300,852078774,0.313011152,0.012732342,0.004460967,2,1,1,VIP Customers
24112,8,476,852036063,0.232342007,0.005018587,0.004553903,1,1,1,VIP Customers
11612,20,263,837700102,0.378717472,0.016728625,0.00464684,2,1,1,VIP Customers
13815,0,293,819285660,0,0.0133829,0.004739777,1,1,1,VIP Customers
51540,0,239,810451670,0,0.020167286,0.004832714,1,1,1,VIP Customers
1291,11,278,798188589,0.282899628,0.015334572,0.004925651,2,1,1,VIP Customers
7636,2,160,797772626,0.088197026,0.037825279,0.005018587,1,1,1,VIP Customers
17611,3,412,791853522,0.117193309,0.006412639,0.005111524,1,1,1,VIP Customers
4226,0,627,787937344,0,0.00204461,0.005204461,1,1,1,VIP Customers
17786,5,475,785958445,0.163754647,0.005111524,0.005297398,1,1,1,VIP Customers
11403,9,260,784758900,0.24972119,0.017007435,0.005390335,1,1,1,VIP Customers
21927,0,569,768553427,0,0.002695167,0.005483271,1,1,1,VIP Customers
9262,13,471,768360700,0.30232342,0.005204461,0.005576208,2,1,1,VIP Customers
16484,2,149,756830206,0.088197026,0.041914498,0.005669145,1,1,1,VIP Customers
14858,2,269,756371032,0.088197026,0.01598513,0.005762082,1,1,1,VIP Customers
7193,0,373,739283383,0,0.007992565,0.005855019,1,1,1,VIP Customers
15417,2,337,738053724,0.088197026,0.009758364,0.005947955,1,1,1,VIP Customers
16677,3,488,731387886,0.117193309,0.004739777,0.006040892,1,1,1,VIP Customers
3669,2,212,725476806,0.088197026,0.025092937,0.006133829,1,1,1,VIP Customers
3558,0,478,722065693,0,0.004925651,0.006226766,1,1,1,VIP Customers
7567,2,579,713186916,0.088197026,0.00260223,0.006319703,1,1,1,VIP Customers
30688,0,344,709569935,0,0.00929368,0.006412639,1,1,1,VIP Customers
20551,14,310,707202045,0.313011152,0.011710037,0.006505576,2,1,1,VIP Customers
11867,1,177,706642821,0.050185874,0.033550186,0.006598513,1,1,1,VIP Customers
15208,40,333,704742051,0.477973978,0.009944238,0.00669145,2,1,1,VIP Customers
35364,9,152,702824461,0.24972119,0.040892193,0.006784387,1,1,1,VIP Customers
10264,0,324,694645651,0,0.010873606,0.006877323,1,1,1,VIP Customers
9756,2,264,693038951,0.088197026,0.016635688,0.00697026,1,1,1,VIP Customers
8079,16,385,686757803,0.33401487,0.007527881,0.007063197,2,1,1,VIP Customers
27398,0,756,679728735,0,0.001208178,0.007156134,1,1,1,VIP Customers
3754,0,273,668902017,0,0.015520446,0.007249071,1,1,1,VIP Customers
19594,6,377,667423576,0.184572491,0.007899628,0.007342007,1,1,1,VIP Customers
13309,2,323,667254330,0.088197026,0.010966543,0.007434944,1,1,1,VIP Customers
20673,44,371,662867716,0.492193309,0.008085502,0.007527881,2,1,1,VIP Customers
3384,63,344,659809916,0.543587361,0.00929368,0.007620818,3,1,1,Loyal Customers
9414,0,255,653686063,0,0.017936803,0.007713755,1,1,1,VIP Customers
35862,43,501,653214400,0.488475836,0.004275093,0.007806691,2,1,1,VIP Customers
9300,0,260,649890346,0,0.017007435,0.007899628,1,1,1,VIP Customers
48223,3,77,649545000,0.117193309,0.092286245,0.007992565,1,1,1,VIP Customers
3743,4,308,645725882,0.142750929,0.012081784,0.008085502,1,1,1,VIP Customers
28388,13,112,643247590,0.30232342,0.060966543,0.008178439,2,1,1,VIP Customers
30259,20,73,640324631,0.378717472,0.098420074,0.008271375,2,1,1,VIP Customers
26264,126,111,635730800,0.636895911,0.061431227,0.008364312,3,1,1,Loyal Customers
30002,0,288,628898496,0,0.014312268,0.008457249,1,1,1,VIP Customers
3410,1,385,621818550,0.050185874,0.007527881,0.008550186,1,1,1,VIP Customers
812,0,188,617585626,0,0.030204461,0.008643123,1,1,1,VIP Customers
17018,0,229,616910159,0,0.021933086,0.008736059,1,1,1,VIP Customers
5019,11,137,614046800,0.282899628,0.048141264,0.008828996,2,1,1,VIP Customers
11334,3,306,612536160,0.117193309,0.012360595,0.008921933,1,1,1,VIP Customers
12631,3,332,610110518,0.117193309,0.010130112,0.00901487,1,1,1,VIP Customers
579,19,239,601892706,0.364405204,0.020167286,0.009107807,2,1,1,VIP Customers
11416,7,202,600950600,0.210966543,0.026951673,0.009200743,1,1,1,VIP Customers
13766,0,441,599367305,0,0.005483271,0.00929368,1,1,1,VIP Customers
30633,4,224,595123855,0.142750929,0.02267658,0.009386617,1,1,1,VIP Customers
8984,3,278,594262661,0.117193309,0.015334572,0.009479554,1,1,1,VIP Customers
36004,0,341,592604412,0,0.009479554,0.009572491,1,1,1,VIP Customers
5446,1,183,591336044,0.050185874,0.031505576,0.009665428,1,1,1,VIP Customers
6308,1,1450,587728675,0.050185874,0.000185874,0.009758364,1,1,1,VIP Customers
3545,3,399,584864460,0.117193309,0.007063197,0.009851301,1,1,1,VIP Customers
20601,3,249,583144124,0.117193309,0.018494424,0.009944238,1,1,1,VIP Customers
53432,8,99,575864232,0.232342007,0.07035316,0.010037175,1,1,1,VIP Customers
9457,5,489,575808843,0.163754647,0.00464684,0.010130112,1,1,1,VIP Customers
10663,0,288,572064304,0,0.014312268,0.010223048,1,1,1,VIP Customers
1692,13,137,571994299,0.30232342,0.048141264,0.010315985,2,1,1,VIP Customers
16295,9,225,559801818,0.24972119,0.02239777,0.010408922,1,1,1,VIP Customers
10618,1,138,552851040,0.050185874,0.04739777,0.010501859,1,1,1,VIP Customers
11043,17,285,552717515,0.345167286,0.014869888,0.010594796,2,1,1,VIP Customers
9572,0,502,552530940,0,0.004182156,0.010687732,1,1,1,VIP Customers
7073,2,268,548446589,0.088197026,0.016078067,0.010780669,1,1,1,VIP Customers
2071,7,192,546655613,0.210966543,0.029275093,0.010873606,1,1,1,VIP Customers
6123,5,218,543045387,0.163754647,0.024256506,0.010966543,1,1,1,VIP Customers
26289,8,205,541695600,0.232342007,0.026022305,0.01105948,1,1,1,VIP Customers
7153,2,538,538458851,0.088197026,0.003159851,0.011152416,1,1,1,VIP Customers
7639,5,207,536121278,0.163754647,0.025650558,0.011245353,1,1,1,VIP Customers
21866,0,367,535988027,0,0.008364312,0.01133829,1,1,1,VIP Customers
11987,8,410,531765739,0.232342007,0.006598513,0.011431227,1,1,1,VIP Customers
9278,1,534,531229121,0.050185874,0.003345725,0.011524164,1,1,1,VIP Customers
17356,0,423,530255164,0,0.006040892,0.0116171,1,1,1,VIP Customers
4377,6,214,526060602,0.184572491,0.024814126,0.011710037,1,1,1,VIP Customers
23572,3,268,524199785,0.117193309,0.016078067,0.011802974,1,1,1,VIP Customers
6299,1,286,508729543,0.050185874,0.014684015,0.011895911,1,1,1,VIP Customers
42859,13,129,507804585,0.30232342,0.051579926,0.011988848,2,1,1,VIP Customers
14717,0,196,503347613,0,0.028531599,0.012081784,1,1,1,VIP Customers
12325,3,134,502124115,0.117193309,0.049070632,0.012174721,1,1,1,VIP Customers
493,4,429,498871521,0.142750929,0.005762082,0.012267658,1,1,1,VIP Customers
23591,3,215,497692188,0.117193309,0.024535316,0.012360595,1,1,1,VIP Customers
3428,9,233,497553357,0.24972119,0.021096654,0.012453532,1,1,1,VIP Customers
185,0,248,493422868,0,0.018680297,0.012546468,1,1,1,VIP Customers
26690,10,149,489485500,0.266914498,0.041914498,0.012639405,2,1,1,VIP Customers
5984,6,270,485989376,0.184572491,0.01570632,0.012732342,1,1,1,VIP Customers
2829,4,280,484947003,0.142750929,0.015148699,0.012825279,1,1,1,VIP Customers
5115,4,303,469557377,0.142750929,0.012546468,0.012918216,1,1,1,VIP Customers
23022,8,195,469161890,0.232342007,0.028996283,0.013011152,1,1,1,VIP Customers
28019,23,152,468294750,0.402881041,0.040892193,0.013104089,2,1,1,VIP Customers
10359,30,120,466255416,0.433828996,0.05669145,0.013197026,2,1,1,VIP Customers
2946,2,286,464471160,0.088197026,0.014684015,0.013289963,1,1,1,VIP Customers
16221,10,408,463046578,0.266914498,0.006784387,0.0133829,2,1,1,VIP Customers
8781,0,1183,457519225,0,0.000557621,0.013475836,1,1,1,VIP Customers
4094,0,547,443974265,0,0.002973978,0.013568773,1,1,1,VIP Customers
25474,5,194,443943855,0.163754647,0.029182156,0.01366171,1,1,1,VIP Customers
12581,16,206,443618534,0.33401487,0.025929368,0.013754647,2,1,1,VIP Customers
12919,1,197,441583352,0.050185874,0.028438662,0.013847584,1,1,1,VIP Customers
54538,6,201,436291145,0.184572491,0.027230483,0.01394052,1,1,1,VIP Customers
938,10,407,435543121,0.266914498,0.006877323,0.014033457,2,1,1,VIP Customers
54685,1,111,433115742,0.050185874,0.061431227,0.014126394,1,1,1,VIP Customers
24439,0,205,431944972,0,0.026022305,0.014219331,1,1,1,VIP Customers
21873,3,202,426891384,0.117193309,0.026951673,0.014312268,1,1,1,VIP Customers
34110,4,77,425471724,0.142750929,0.092286245,0.014405204,1,1,1,VIP Customers
6596,6,296,416348045,0.184572491,0.013104089,0.014498141,1,1,1,VIP Customers
11248,0,159,412530255,0,0.038289963,0.014591078,1,1,1,VIP Customers
5321,40,110,411284404,0.477973978,0.062546468,0.014684015,2,1,1,VIP Customers
1759,23,39,407675946,0.402881041,0.171096654,0.014776952,2,1,1,VIP Customers
5840,0,159,399187525,0,0.038289963,0.014869888,1,1,1,VIP Customers
3383,0,126,398870265,0,0.053252788,0.014962825,1,1,1,VIP Customers
601,3,192,398796525,0.117193309,0.029275093,0.015055762,1,1,1,VIP Customers
8435,7,392,397981813,0.210966543,0.007342007,0.015148699,1,1,1,VIP Customers
7917,12,295,392928567,0.292936803,0.013289963,0.015241636,2,1,1,VIP Customers
11116,13,329,392198055,0.30232342,0.010408922,0.015334572,2,1,1,VIP Customers
30703,1,180,390354156,0.050185874,0.032806691,0.015427509,1,1,1,VIP Customers
26091,2,187,386039436,0.088197026,0.030576208,0.015520446,1,1,1,VIP Customers
12275,22,203,385273770,0.39739777,0.026672862,0.015613383,2,1,1,VIP Customers
23631,5,215,383996410,0.163754647,0.024535316,0.01570632,1,1,1,VIP Customers
8021,0,336,382954047,0,0.009851301,0.015799257,1,1,1,VIP Customers
20285,16,154,382059650,0.33401487,0.039962825,0.015892193,2,1,1,VIP Customers
50913,14,506,382001900,0.313011152,0.004089219,0.01598513,2,1,1,VIP Customers
20503,6,307,378364373,0.184572491,0.012174721,0.016078067,1,1,1,VIP Customers
7272,302,251,377883540,0.752788104,0.018215613,0.016171004,4,1,1,Potential Customers
20545,135,151,377197333,0.646375465,0.041356877,0.016263941,3,1,1,Loyal Customers
54592,4,196,374070800,0.142750929,0.028531599,0.016356877,1,1,1,VIP Customers
31798,34,145,373763100,0.45232342,0.044144981,0.016449814,2,1,1,VIP Customers
30379,5,143,371669085,0.163754647,0.045539033,0.016542751,1,1,1,VIP Customers
40941,2,59,366374600,0.088197026,0.119237918,0.016635688,1,1,1,VIP Customers
4107,8,258,364586123,0.232342007,0.017472119,0.016728625,1,1,1,VIP Customers
4044,14,220,364128420,0.313011152,0.023327138,0.016821561,2,1,1,VIP Customers
13972,0,231,360096167,0,0.021561338,0.016914498,1,1,1,VIP Customers
12039,2,757,359619784,0.088197026,0.001115242,0.017007435,1,1,1,VIP Customers
24645,3,290,358619900,0.117193309,0.01394052,0.017100372,1,1,1,VIP Customers
11407,0,204,358452000,0,0.026301115,0.017193309,1,1,1,VIP Customers
6833,0,245,357294751,0,0.018959108,0.017286245,1,1,1,VIP Customers
26934,0,200,356732967,0,0.027416357,0.017379182,1,1,1,VIP Customers
33436,0,168,355910415,0,0.035780669,0.017472119,1,1,1,VIP Customers
9348,6,352,349823491,0.184572491,0.00901487,0.017565056,1,1,1,VIP Customers
22667,7,138,349701769,0.210966543,0.04739777,0.017657993,1,1,1,VIP Customers
659,2,225,349656321,0.088197026,0.02239777,0.017750929,1,1,1,VIP Customers
22768,0,241,349036227,0,0.019609665,0.017843866,1,1,1,VIP Customers
28762,254,399,347325540,0.733085502,0.007063197,0.017936803,3,1,1,Loyal Customers
28397,0,244,346130858,0,0.019052045,0.01802974,1,1,1,VIP Customers
28124,1,220,343673396,0.050185874,0.023327138,0.018122677,1,1,1,VIP Customers
7997,2,301,342991259,0.088197026,0.012639405,0.018215613,1,1,1,VIP Customers
21986,10,321,338717520,0.266914498,0.01105948,0.01830855,2,1,1,VIP Customers
20161,0,562,337075688,0,0.002881041,0.018401487,1,1,1,VIP Customers
805,3,96,334702981,0.117193309,0.07267658,0.018494424,1,1,1,VIP Customers
14613,3,143,334454738,0.117193309,0.045539033,0.018587361,1,1,1,VIP Customers
16486,0,259,331635857,0,0.017286245,0.018680297,1,1,1,VIP Customers
20468,4,58,329709774,0.142750929,0.121282528,0.018773234,1,1,1,VIP Customers
15866,6,532,328142897,0.184572491,0.003438662,0.018866171,1,1,1,VIP Customers
5441,9,81,327753416,0.24972119,0.087825279,0.018959108,1,1,1,VIP Customers
14968,14,174,327218630,0.313011152,0.034200743,0.019052045,2,1,1,VIP Customers
6113,0,233,325578790,0,0.021096654,0.019144981,1,1,1,VIP Customers
27865,1,1085,324997359,0.050185874,0.000650558,0.019237918,1,1,1,VIP Customers
30896,1,127,324580102,0.050185874,0.052509294,0.019330855,1,1,1,VIP Customers
19023,0,263,323387026,0,0.016728625,0.019423792,1,1,1,VIP Customers
26579,0,200,322534300,0,0.027416357,0.019516729,1,1,1,VIP Customers
49435,2,57,320779170,0.088197026,0.12267658,0.019609665,1,1,1,VIP Customers
35370,4,43,318892500,0.142750929,0.158828996,0.019702602,1,1,1,VIP Customers
1864,0,381,318773707,0,0.007806691,0.019795539,1,1,1,VIP Customers
8855,1,267,318164589,0.050185874,0.016356877,0.019888476,1,1,1,VIP Customers
9604,6,361,318095471,0.184572491,0.008828996,0.019981413,1,1,1,VIP Customers
1804,2,84,316434190,0.088197026,0.083828996,0.020074349,1,1,1,VIP Customers
25495,6,191,316210781,0.184572491,0.02964684,0.020167286,1,1,1,VIP Customers
27647,3,172,315079092,0.117193309,0.034665428,0.020260223,1,1,1,VIP Customers
23483,6,127,314830060,0.184572491,0.052509294,0.02035316,1,1,1,VIP Customers
410,15,270,314331384,0.323327138,0.01570632,0.020446097,2,1,1,VIP Customers
21689,109,184,314126057,0.61802974,0.031040892,0.020539033,3,1,1,Loyal Customers
25317,8,292,312715226,0.232342007,0.01366171,0.02063197,1,1,1,VIP Customers
7913,37,526,312529169,0.47035316,0.003531599,0.020724907,2,1,1,VIP Customers
11272,2,182,311454593,0.088197026,0.032342007,0.020817844,1,1,1,VIP Customers
6586,1,309,310026074,0.050185874,0.011802974,0.020910781,1,1,1,VIP Customers
22544,0,204,309198246,0,0.026301115,0.021003717,1,1,1,VIP Customers
9280,6,265,307122332,0.184572491,0.016542751,0.021096654,1,1,1,VIP Customers
29723,6,153,305978175,0.184572491,0.040334572,0.021189591,1,1,1,VIP Customers
20463,6,228,305896950,0.184572491,0.022026022,0.021282528,1,1,1,VIP Customers
41531,1,191,305036950,0.050185874,0.02964684,0.021375465,1,1,1,VIP Customers
14361,13,131,301383173,0.30232342,0.050743494,0.021468401,2,1,1,VIP Customers
21540,4,140,298378090,0.142750929,0.046561338,0.021561338,1,1,1,VIP Customers
28836,15,190,297781225,0.323327138,0.029925651,0.021654275,2,1,1,VIP Customers
7105,0,142,296788075,0,0.046096654,0.021747212,1,1,1,VIP Customers
7413,2,133,296691662,0.088197026,0.049628253,0.021840149,1,1,1,VIP Customers
34520,3,97,296161231,0.117193309,0.071933086,0.021933086,1,1,1,VIP Customers
1188,0,179,294655588,0,0.032992565,0.022026022,1,1,1,VIP Customers
20728,71,144,294409260,0.554832714,0.044981413,0.022118959,3,1,1,Loyal Customers
1834,318,160,292136456,0.763104089,0.037825279,0.022211896,4,1,1,Potential Customers
276,0,127,291491704,0,0.052509294,0.022304833,1,1,1,VIP Customers
10777,9,238,289697061,0.24972119,0.020539033,0.02239777,1,1,1,VIP Customers
24685,10,156,288046380,0.266914498,0.039033457,0.022490706,2,1,1,VIP Customers
23703,0,211,287540340,0,0.025185874,0.022583643,1,1,1,VIP Customers
10964,1,316,286984515,0.050185874,0.011431227,0.02267658,1,1,1,VIP Customers
52950,5,93,286678535,0.163754647,0.074442379,0.022769517,1,1,1,VIP Customers
21340,0,519,285727915,0,0.003810409,0.022862454,1,1,1,VIP Customers
3831,0,364,283720643,0,0.008643123,0.02295539,1,1,1,VIP Customers
7603,4,221,282989210,0.142750929,0.023234201,0.023048327,1,1,1,VIP Customers
26760,9,134,280623667,0.24972119,0.049070632,0.023141264,1,1,1,VIP Customers
27720,11,77,278849447,0.282899628,0.092286245,0.023234201,2,1,1,VIP Customers
14612,1,117,276177492,0.050185874,0.057992565,0.023327138,1,1,1,VIP Customers
9873,1,155,275330695,0.050185874,0.039776952,0.023420074,1,1,1,VIP Customers
29912,53,74,273926450,0.529089219,0.096840149,0.023513011,3,1,1,Loyal Customers
988,6,142,273922235,0.184572491,0.046096654,0.023605948,1,1,1,VIP Customers
13745,75,37,271760080,0.562360595,0.178531599,0.023698885,3,1,1,Loyal Customers
7538,32,134,271712667,0.443494424,0.049070632,0.023791822,2,1,1,VIP Customers
35134,1,79,271521113,0.050185874,0.089776952,0.023884758,1,1,1,VIP Customers
31587,21,121,271206113,0.388289963,0.056319703,0.023977695,2,1,1,VIP Customers
7088,1,53,270630757,0.050185874,0.132806691,0.024070632,1,1,1,VIP Customers
10060,334,73,270045320,0.776858736,0.098420074,0.024163569,4,1,1,Potential Customers
10044,11,98,269440930,0.282899628,0.071282528,0.024256506,2,1,1,VIP Customers
9400,3,426,269194468,0.117193309,0.005855019,0.024349442,1,1,1,VIP Customers
32119,1,214,267998950,0.050185874,0.024814126,0.024442379,1,1,1,VIP Customers
21933,497,93,266614000,0.891542751,0.074442379,0.024535316,4,1,1,Potential Customers
44857,4,42,266147600,0.142750929,0.161710037,0.024628253,1,1,1,VIP Customers
16344,1,219,265894681,0.050185874,0.023791822,0.02472119,1,1,1,VIP Customers
11107,1,117,265259000,0.050185874,0.057992565,0.024814126,1,1,1,VIP Customers
25277,0,109,263620270,0,0.063568773,0.024907063,1,1,1,VIP Customers
21036,7,107,263389947,0.210966543,0.064498141,0.025,1,1,1,VIP Customers
36132,0,148,262824300,0,0.042565056,0.025092937,1,1,1,VIP Customers
3840,443,149,262767040,0.868215613,0.041914498,0.025185874,4,1,1,Potential Customers
31044,0,145,262690000,0,0.044144981,0.02527881,1,1,1,VIP Customers
17358,98,164,261020840,0.605297398,0.036895911,0.025371747,3,1,1,Loyal Customers
38532,2,37,260328800,0.088197026,0.178531599,0.025464684,1,1,1,VIP Customers
29353,3,72,259321251,0.117193309,0.1,0.025557621,1,1,1,VIP Customers
9583,540,244,257369000,0.90697026,0.019052045,0.025650558,4,1,1,Potential Customers
13695,2,109,256191350,0.088197026,0.063568773,0.025743494,1,1,1,VIP Customers
19189,10,240,256141731,0.266914498,0.019888476,0.025836431,2,1,1,VIP Customers
30408,218,45,255957623,0.716728625,0.151858736,0.025929368,3,1,1,Loyal Customers
7945,92,125,254473795,0.598884758,0.054089219,0.026022305,3,1,1,Loyal Customers
23274,1,167,254310300,0.050185874,0.03605948,0.026115242,1,1,1,VIP Customers
32829,11,49,253873750,0.282899628,0.141728625,0.026208178,2,1,1,VIP Customers
27778,16,85,248419540,0.33401487,0.082527881,0.026301115,2,1,1,VIP Customers
4815,17,102,248358041,0.345167286,0.068494424,0.026394052,2,1,1,VIP Customers
29395,354,41,247538200,0.817565056,0.164962825,0.026486989,4,1,1,Potential Customers
8907,6,104,246129816,0.184572491,0.067007435,0.026579926,1,1,1,VIP Customers
23458,5,99,245351349,0.163754647,0.07035316,0.026672862,1,1,1,VIP Customers
37896,4,70,244789960,0.142750929,0.102788104,0.026765799,1,1,1,VIP Customers
9090,0,90,241882357,0,0.077416357,0.026858736,1,1,1,VIP Customers
8324,1,196,241372960,0.050185874,0.028531599,0.026951673,1,1,1,VIP Customers
2422,2,243,240969867,0.088197026,0.019330855,0.02704461,1,1,1,VIP Customers
26044,4,160,240692819,0.142750929,0.037825279,0.027137546,1,1,1,VIP Customers
24133,0,422,240569740,0,0.006133829,0.027230483,1,1,1,VIP Customers
7776,11,88,240251373,0.282899628,0.07936803,0.02732342,2,1,1,VIP Customers
16559,12,153,239218560,0.292936803,0.040334572,0.027416357,2,1,1,VIP Customers
20388,0,300,238892359,0,0.012732342,0.027509294,1,1,1,VIP Customers
7983,9,85,238672770,0.24972119,0.082527881,0.02760223,1,1,1,VIP Customers
29381,0,625,238071313,0,0.002137546,0.027695167,1,1,1,VIP Customers
22913,307,250,237179680,0.756412639,0.018401487,0.027788104,4,1,1,Potential Customers
36916,14,113,236940830,0.313011152,0.060687732,0.027881041,2,1,1,VIP Customers
27151,15,100,235237850,0.323327138,0.069888476,0.027973978,2,1,1,VIP Customers
7160,9,114,234867800,0.24972119,0.060130112,0.028066914,1,1,1,VIP Customers
14360,29,109,234295300,0.42936803,0.063568773,0.028159851,2,1,1,VIP Customers
9353,2,136,233689209,0.088197026,0.048513011,0.028252788,1,1,1,VIP Customers
48933,10,279,233295658,0.266914498,0.015241636,0.028345725,2,1,1,VIP Customers
43250,0,116,232634807,0,0.058643123,0.028438662,1,1,1,VIP Customers
46641,50,95,231203550,0.513104089,0.073048327,0.028531599,3,1,1,Loyal Customers
2226,0,150,230825182,0,0.041635688,0.028624535,1,1,1,VIP Customers
17791,4,196,229978800,0.142750929,0.028531599,0.028717472,1,1,1,VIP Customers
5150,0,220,227836146,0,0.023327138,0.028810409,1,1,1,VIP Customers
27246,7,128,225209890,0.210966543,0.051858736,0.028903346,1,1,1,VIP Customers
7492,50,198,223883790,0.513104089,0.028252788,0.028996283,3,1,1,Loyal Customers
54995,0,144,223801150,0,0.044981413,0.029089219,1,1,1,VIP Customers
180,1,205,222671693,0.050185874,0.026022305,0.029182156,1,1,1,VIP Customers
676,15,47,221406164,0.323327138,0.147583643,0.029275093,2,1,1,VIP Customers
8652,0,84,220699043,0,0.083828996,0.02936803,1,1,1,VIP Customers
26075,16,52,220673200,0.33401487,0.134758364,0.029460967,2,1,1,VIP Customers
22782,7,175,220550585,0.210966543,0.03401487,0.029553903,1,1,1,VIP Customers
9082,3,144,218708685,0.117193309,0.044981413,0.02964684,1,1,1,VIP Customers
10046,3,363,218650949,0.117193309,0.008736059,0.029739777,1,1,1,VIP Customers
16102,511,86,218403921,0.897490706,0.081319703,0.029832714,4,1,1,Potential Customers
504,4,338,215176512,0.142750929,0.009665428,0.029925651,1,1,1,VIP Customers
1907,1,106,215044857,0.050185874,0.065334572,0.030018587,1,1,1,VIP Customers
8338,138,94,214334700,0.649349442,0.073420074,0.030111524,3,1,1,Loyal Customers
33308,24,74,214130179,0.408457249,0.096840149,0.030204461,2,1,1,VIP Customers
29163,34,46,213684283,0.45232342,0.149907063,0.030297398,2,1,1,VIP Customers
6918,14,87,212943175,0.313011152,0.080855019,0.030390335,2,1,1,VIP Customers
835,15,183,212918096,0.323327138,0.031505576,0.030483271,2,1,1,VIP Customers
30078,5,135,212052350,0.163754647,0.048791822,0.030576208,1,1,1,VIP Customers
31045,5,106,209079875,0.163754647,0.065334572,0.030669145,1,1,1,VIP Customers
27249,9,329,208362500,0.24972119,0.010408922,0.030762082,1,1,1,VIP Customers
11662,2,159,208256550,0.088197026,0.038289963,0.030855019,1,1,1,VIP Customers
24175,7,723,207784658,0.210966543,0.001394052,0.030947955,1,1,1,VIP Customers
1402,8,190,207703076,0.232342007,0.029925651,0.031040892,1,1,1,VIP Customers
23470,2,237,206678089,0.088197026,0.020724907,0.031133829,1,1,1,VIP Customers
9338,3,118,206222500,0.117193309,0.057713755,0.031226766,1,1,1,VIP Customers
53731,0,312,204748400,0,0.011524164,0.031319703,1,1,1,VIP Customers
